symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"reek","6QeGdmvpvjd32aEhxDepENKmFKsSu6bY5MbJss9ppump","59","1.8","","","","","","","","","","","","","","","","","0.000002276","","","","","","","2026-07-09T22:24:23.511Z","","","","","",""
"BO2","88kZgir5W3tyBLNKwSfg3xDe96uAvrLePjZd73kBpump","61","1.97530864","","","","","","","","","","","","","","","","","0.000002187","","","","","","","2026-07-09T22:24:24.512Z","","","","","",""
"RAMEN","CocCH7fkeV9U2b3CpixbJBUV6icK59oA5CvJMoyDR5Ua","75","4.938271603","","","","","","","","","","","","","","","","","0.000002199","","","","","","","2026-07-09T22:24:25.514Z","","","","","",""
"BO2","5m2vkkBb4GLhugncKT2Q8k7F4QaNhwXTYFDdd1Fzpump","56","1.97530864","","","","","","","","","","","","","","","","","0.000002222","","","","","","","2026-07-09T22:25:22.431Z","","","","","",""
"MOAB","AX8yyyRYh9kpt6TtRUi73FUBXdj58hPJsrDZ7bwkpump","60","2.962962961","","","","","","","","","","","","","","","","","0.000002186","","","","","","","2026-07-09T22:25:23.427Z","","","","","",""
"BDUP","DgXFe2xt46GccrWdbPH2GMecdccBGEWdowohLTaCpump","","","","","","","","","","","","","","","","","","","","","","","","","7.697e-7","","","","","","2026-07-09T22:25:24.453Z",""
"RAMEN","FPma8WeecpG4nM9u8URgsc1AKUqG4ivb9zvSJ2Rzpump","70","3.555555554","","","","","","","","","","","","","","","","","0.000009377","","","","","","","2026-07-09T22:25:25.457Z","","","","","",""
"$BULL","BLtgsx746WV38u84cyg8YTNVjokYc4X4bcxn7K79pump","","","","","","","","","","","","","","","","","","","","","","","","","3.247e-8","","","","","","2026-07-09T22:26:21.451Z",""
"CET","9SvUQSXxAbFJWJQgowkVMShS9Eg6LiHMmrXy6xDEpump","71","0.060000001","","","","","","","","","","","","","","","","","0.000004385","","","","","","","2026-07-09T22:26:23.444Z","","","","","",""
"NOCK","7KZ5Wzpf7WkA7winURqFL6Eca5Lfwi36LQPGUN3dpump","56","1.46627566","","","","","","","","","","","","","","","","","0.000002186","","","","","","","2026-07-09T22:27:22.455Z","","","","","",""
"stinky","Af95iiSGzUTgQFnWfZDVzfAZJ6Gbb24MQhakbXyNpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001247","","","","","","2026-07-09T22:27:23.453Z",""
"TP","DijePMZ4oW71McmDhXMKhu3KLnn1wmZiK5qfRny4pump","","","","","","","","","","","","","","","","","","","","","","","","","8.262e-7","","","","","","2026-07-09T22:27:24.626Z",""
"Memestock","EY31Qnu7jmSEqiV9aGcgua2gKrn3u4nEchAX8Tqrpump","84","0","","","","","","","","","","","","","","","","","0.000008932","","","","","","","2026-07-09T22:27:25.440Z","","","","","",""
"MASK","5Kn5zvDcy9wAsA6aqpc8wvW7brj8UKUGdxXx24HUJvRa","75","4.938271603","","","","","","","","","","","","","","","","","0.000002199","","","","","","","2026-07-09T22:28:22.452Z","","","","","",""
"BLEP","Gcg5aNCo61PKmNd9hgQsLDCC5RHDSAYGitJaf9y6pump","61","1.97530864","","","","","","","","","","","","","","","","","0.000002907","","","","","","","2026-07-09T22:28:23.511Z","","","","","",""
"METH","Bh8ftvrsPtHFrnZyJoyXG1sfZYTHUgbSAEbrHMtXpump","67","3","","","","","","","","","","","","","","","","","0.000002389","","","","","","","2026-07-09T22:28:24.523Z","","","","","",""
"MASK","2HHHhm8tto6BaLv4UV9oVKBvys8fDsDtBeQen3cwHHXa","75","4.938271603","","","","","","","","","","","","","","","","","0.000002198","","","","","","","2026-07-09T22:28:25.437Z","","","","","",""
"cod","CiAxhMRJtmCpnRumzH1WKAcftcCgG2aqV3MNxyA5hSaa","75","4.938271603","","","","","","","","","","","","","","","","","0.000002287","","","","","","","2026-07-09T22:29:22.445Z","","","","","",""
"TPP","CnfkPMYZA8wK2UN4NT5i91uJRzTPzGBFX4nV9BCFpump","","","","","","","","","","","","","","","","","","","","","","","","","6.856e-7","","","","","","2026-07-09T22:29:23.463Z",""
"Anon","9KZCN283ejbTXZKo5Dm1Pi5zoyd4oXdn7BcRvHBzpump","56","1.46627566","","","","","","","","","","","","","","","","","0.000002186","","","","","","","2026-07-09T22:29:24.444Z","","","","","",""
"METH","Bvmn277xTCcZbbbS4Y4pfxUPspD4QPyTxZDphpmdpump","63","3","","","","","","","","","","","","","","","","","0.000003133","","","","","","","2026-07-09T22:29:25.467Z","","","","","",""
"cod","6G1N5JtMFB12cuLft1SwKGjukj2B9tmkwTshhm7DaZSa","75","4.938271603","","","","","","","","","","","","","","","","","0.000002186","","","","","","","2026-07-09T22:30:20.456Z","","","","","",""
"TRUMPBOSS","7v4eajJFWunXg5AVN92tkhE6Yu9fTeCznn1x2oBapump","100","0.098750018","","","","","","","","","","","","","","","","","0.000002186","","","","","","","2026-07-09T22:30:21.469Z","","","","","",""
"wifgun","FfUGbnsUxkXy37hfSuvFXm8zW5rx5WJXwBmUqMUbsQja","75","4.938271603","","","","","","","","","","","","","","","","","0.000002186","","","","","","","2026-07-09T22:31:22.516Z","","","","","",""
"TSIF","8RiZMdEhvpbaQHKf8SKju3JmJLZbZz5J53FmS3ggpump","","","","","","","","","","","","","","","","","","","","","","","","","5.136e-7","","","","","","2026-07-09T22:31:23.436Z",""
"Goat","2KYEQZpiW6ejRCH7KY3FxXtqmoaKv7ccEHAHgij1pump","59","1.8","","","","","","","","","","","","","","","","","0.000002191","","","","","","","2026-07-09T22:31:25.956Z","","","","","",""
"GINNAN","7Nim1ett6kNKeqbonhGxqFeZCshvKfe6GJNDost9osNa","75","4.938271603","","","","","","","","","","","","","","","","","0.000002218","","","","","","","2026-07-09T22:32:21.568Z","","","","","",""
"ARCWAYS","AFPdh9StmvdgbGY1xtHKoY8f9EGsTfRijRN79HuLpump","75","4.839506171","","","","","","","","","","","","","","","","","0.000002951","","","","","","","2026-07-09T22:32:22.441Z","","","","","",""
"FUDLEVI","5jmsELxLkyjLU8rLKuwGb6Wgbym7mktnC4z3QNmDpump","","","","","","","","","","","","","","","","","","","","","","","","","8.14e-8","","","","","","2026-07-09T22:32:23.436Z",""
"COPIUM","6FRvfu4Q7toE2aWcQFeuDCebJYBzhrtSgwowVvYvpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002186","","","","","","2026-07-09T22:33:21.446Z",""
"cod","3bsHvqQTPLjkv37PRZRsMaHbv9GZaUHXeTZLaxQjpump","60","2.5","","","","","","","","","","","","","","","","","0.000002231","","","","","","","2026-07-09T22:33:22.454Z","","","","","",""
"GINNAN","ETpFGn5xcMUYHsStGeqhEeh1KcibKuXGDaA3xGsuouba","75","4.938271603","","","","","","","","","","","","","","","","","0.0000022","","","","","","","2026-07-09T22:33:23.442Z","","","","","",""
"CET","4KzAeryPjVwm1QpxyYCh3wSHuNUo5tZiy4Riv6xGpump","69","0.100000001","","","","","","","","","","","","","","","","","0.000004124","","","","","","","2026-07-09T22:34:22.452Z","","","","","",""
"BIB","n8y3x4SMeJLmCc2sMD3nG3b1YkmhtPak8dfK5Lkpump","55","1.376531567","","","","","","","","","","","","","","","","","0.000002185","","","","","","","2026-07-09T22:34:23.451Z","","","","","",""
"CHONK","FPhTZ3vhUYKJ6KWfn4ejtkggHizfYqEoAAXNXUVHpump","","","","","","","","","","","","","","","","","","","","","","","","","2.32e-7","","","","","","2026-07-09T22:34:24.481Z",""
"CUPSEM","2NPDHHBkuNBAdZkvWmVUo11RJ9v2Hs8uCCbgUpSQpump","87","11.85185185","","","","","","","","","","","","","","","","","0.00001834","","","","","","","2026-07-09T22:34:25.494Z","","","","","",""
"$BAGBOB","GXfHjHfrsFbNM34hkecZnf4nFTZ91e3FpMCuJ3Vxpump","","","","","","","","","","","","","","","","","","","","","","","","","3.139e-7","","","","","","2026-07-09T22:35:22.435Z",""
"BSTC","GD9i3NZd6A1cxpXRJ8XdC8cYaDJKMjWzqdK8h1S8pump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002789","","","","","","2026-07-09T22:35:23.456Z",""
"GLEEB","4ocVVRpVazJjTrgdxJrYZihd1fGB5vivFKNsxeZxpump","61","3","","","","","","","","","","","","","","","","","0.000002427","","","","","","","2026-07-09T22:35:24.428Z","","","","","",""
"CUPSEM","8t3J2kcD18vxBLa7iG6ZQjGbd9Zuxqp4NmhkfCZpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002293","","","","","","2026-07-09T22:35:25.428Z",""
"GLEEB","CVqFDmihYSV3M3ZbV9CM4hZVmNfRguNGN4pbLrD14Cna","75","4.938271603","","","","","","","","","","","","","","","","","0.000002183","","","","","","","2026-07-09T22:36:19.446Z","","","","","",""
"CET","DYgxH1UVLQt6qQ5C7SAg7Cp3fTiGeN8peRtzCYpxpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001269","","","","","","2026-07-09T22:37:19.458Z",""
"GLEEB","5RcHhTq1vsKiDQowYP4WGhGwmHBM3oz4V3hrNVKhuJFa","75","4.938271603","","","","","","","","","","","","","","","","","0.000002185","","","","","","","2026-07-09T22:37:22.495Z","","","","","",""
"ZEU⚡️","JCtwWU6i74Ku8rxiJJQQ6G4UpuKA8G4AsGW1HCVmpump","69","0.250000001","","","","","","","","","","","","","","","","","0.000003009","","","","","","","2026-07-09T22:37:23.502Z","","","","","",""
"TP","WZcAGXS5wRxgkd4yn7UosVwEDd7s9qDH88UqgVgpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001167","","","","","","2026-07-09T22:37:24.517Z",""
"CUPSEM","EkNbQMQYpd4JET5FpZrqbdkYdHXeqocZcBByJpFWpump","87","11.85185185","","","","","","","","","","","","","","","","","0.00002059","","","","","","","2026-07-09T22:38:22.432Z","","","","","",""
"CREDITCAT","17XsubvnmvUscownG3V6WN8XjyAYkm2PzgujCvypump","76","9.876543208","","","","","","","","","","","","","","","","","0.000005688","","","","","","","2026-07-09T22:38:24.427Z","","","","","",""
"AV","Bsjg1vDapBsEuSa93kN4CTLAiPns3hKcY47BGmeNpump","","","","","","","","","","","","","","","","","","","","","","","","","4.134e-7","","","","","","2026-07-09T22:38:25.622Z",""
"Myth","9uRPKFDWyWj9AieDQru75pqMTrexvJQSBaMiJnw16dja","75","4.938271603","","","","","","","","","","","","","","","","","0.000002221","","","","","","","2026-07-09T22:39:22.439Z","","","","","",""
"CAPU","hcGRio4BciFPcPb5min5qRidrKVEUxqZNXQrhT9pump","76","10.000000001","","","","","","","","","","","","","","","","","0.000003885","","","","","","","2026-07-09T22:39:23.431Z","","","","","",""
"CUPSEM","FRkqDhQacqZ1ndM4nnockGvrv8ZDUoxACCjA3wuZpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002252","","","","","","2026-07-09T22:39:24.512Z",""
"CREDITCAT","81C6e21S37KFSipn748xBNkN4zCKxnJCv1mU6HPepump","56","2","","","","","","","","","","","","","","","","","0.000002193","","","","","","","2026-07-09T22:39:25.437Z","","","","","",""
"OHNO","24t5Xm2YgFmvRLUtVftyZxr6ESQtZV4i6LpTSmJmpump","","","","","","","","","","","","","","","","","","","","","","","","","0.00003498","","","","","","2026-07-09T22:40:22.505Z",""
"MOSA","EX62mYnmWVarnjeepSS3vKDsH1QZbKeXCSwahMXvpump","","","","","","","","","","","","","","","","","","","","","","","","","6.108e-7","","","","","","2026-07-09T22:40:23.444Z",""
"TP","GHvytkAmtosh5zG2pHGTYtEtpE247Pg4EbKY349Tpump","","","","","","","","","","","","","","","","","","","","","","","","","2.409e-7","","","","","","2026-07-09T22:40:24.479Z",""
"Fap","27ogSL6zwuk1gRNgHNE2k7rRjyLqPnDWrmqMi35qpump","63","3","","","","","","","","","","","","","","","","","0.00000225","","","","","","","2026-07-09T22:40:25.449Z","","","","","",""
"TC","GSitEeZdzyn6zwSEDJoD3akNxHR67DTrb3MRDYUZpump","85","10","","","","","","","","","","","","","","","","","0.000005887","","","","","","","2026-07-09T22:41:22.448Z","","","","","",""
"PENG","4URpqf4B2GDQQofPAu5demPvLoM2pgjbDMXPVmQRiJ6a","75","4.938271603","","","","","","","","","","","","","","","","","0.000002198","","","","","","","2026-07-09T22:41:23.452Z","","","","","",""
"CET","9ngUWPKuT4aQncthn8T4ujtBWRFt4rVUnBHYgxivpump","64","0.100000001","","","","","","","","","","","","","","","","","0.000001894","","","","","","","2026-07-09T22:41:24.500Z","","","","","",""
"BULLMIE","1p45B5DCoUD5N7wo2En6tJ3KNBmu1J5VZZKGKXepump","55","1.347476571","","","","","","","","","","","","","","","","","0.000002191","","","","","","","2026-07-09T22:41:25.433Z","","","","","",""
"CET","8r6QHavUsYmyMJBVq7y318927MkzRr4MJxgMTssgpump","61","0.100000001","","","","","","","","","","","","","","","","","0.000003149","","","","","","","2026-07-09T22:42:21.585Z","","","","","",""
"MOONARA","72kT8n9bp4MLz6ELtsiqkQXdPhdCd352yJrU6fz2pump","58","1.6739358","","","","","","","","","","","","","","","","","0.000002246","","","","","","","2026-07-09T22:42:22.431Z","","","","","",""
"DEPTHY","G66dQGqcrroQrEhm7qen2wi3oK6hEEuzArX8Jgu6pump","56","1.481481479","","","","","","","","","","","","","","","","","0.000002199","","","","","","","2026-07-09T22:43:19.450Z","","","","","",""
"Percy","7nv8vRysNgNkBKdL2zACzKwyMnmeemH8dQM3gs4kpump","57","3.3","","","","","","","","","","","","","","","","","0.000002223","","","","","","","2026-07-09T22:44:21.420Z","","","","","",""
"CET","J8fTxYepcH1vEEPbN7PLpJYT31PpEV61Wg1Z6CTdpump","","","","","","","","","","","","","","","","","","","","","","","","","2.625e-8","","","","","","2026-07-09T22:44:22.424Z",""
"Folly ","3JuxBB1MxLNEqGTBaVerLWNX8JRTXj5B7Q2csFnQpump","85","9.876543208","","","","","","","","","","","","","","","","","0.000003871","","","","","","","2026-07-09T22:44:23.439Z","","","","","",""
"Reekcoin","8pJjGxHfhuxDan9HcYFtUuz3sSaoS7SBNkFyew5Apump","59","1.8","","","","","","","","","","","","","","","","","0.000005356","","","","","","","2026-07-09T22:45:21.435Z","","","","","",""
"COS","4DQdRprjxHKkbtNkDeGGoELAwunQHu4WeE7L9A62pump","58","1.666172838","","","","","","","","","","","","","","","","","0.000002222","","","","","","","2026-07-09T22:45:22.427Z","","","","","",""
"HMAX","CSvMeVNR7QQtm1eoDZNYPUfzGMHJQzjiMG673T1zpump","","","","","","","","","","","","","","","","","","","","","","","","","3.056e-7","","","","","","2026-07-09T22:45:23.431Z",""
"Tally","73Kra5QbFogzPVtEvkEniigc66JNL3x8D67iRQ8dpump","61","1.97530864","","","","","","","","","","","","","","","","","0.000005289","","","","","","","2026-07-09T22:46:22.446Z","","","","","",""
"noni","GMrFEZMBduyiG1WrdRk8xdhG4ZL5XMy7BkqbhLNpRhfa","75","4.938271603","","","","","","","","","","","","","","","","","0.0000022","","","","","","","2026-07-09T22:46:23.527Z","","","","","",""
"CET","4QjwxCN8BF4STFPcTTnAj7zLaojHhZaCyLCDzZcLpump","","","","","","","","","","","","","","","","","","","","","","","","","8.953e-7","","","","","","2026-07-09T22:46:24.488Z",""
"BEEFY","5vRQnyPkSsFBr7ke66i1dARariKUnpofUnPTqTatpump","58","1.72148148","","","","","","","","","","","","","","","","","0.000002187","","","","","","","2026-07-09T22:46:25.500Z","","","","","",""
"BCAT","2YDABLi3N1Fd9mtrrGck38q8EwB1YhgCZ4BJPfbDpump","61","2","","","","","","","","","","","","","","","","","0.000002189","","","","","","","2026-07-09T22:47:22.442Z","","","","","",""
"DareDev","EuuDnasCSh3swpqecAxbcey599PRkgEmn7muRJwhpump","56","2.962962961","","","","","","","","","","","","","","","","","0.000003141","","","","","","","2026-07-09T22:47:23.416Z","","","","","",""
"Reekcoin","5c85iRRoSKb3YLDMBsy3dfWKgopbbAixceXjgFkn1aga","75","4.938271603","","","","","","","","","","","","","","","","","0.0000022","","","","","","","2026-07-09T22:47:24.429Z","","","","","",""
"BULLKINGDOM","Asx1PK2qcHqhC3qrLcghn3oN2CMBRW9bXyCqnMyKP8na","75","4.938271603","","","","","","","","","","","","","","","","","0.000002296","","","","","","","2026-07-09T22:47:25.421Z","","","","","",""
"ZEU⚡️","CWpxBuWKdQtMnUxVvEXeWZ8jJLmhw3L9Bi2GXvfwpump","","","","","","","","","","","","","","","","","","","","","","","","","8.953e-7","","","","","","2026-07-09T22:48:22.442Z",""
"AMNIBULL","9QciPycUBpvce4ea9LMg7wJW267PPxwJThJr1pMKpump","57","0.98765432","","","","","","","","","","","","","","","","","0.000002543","","","","","","","2026-07-09T22:48:23.424Z","","","","","",""
"PRXN","9DDvKwLkrJiYen1CWYheH65krdg81kuVFtwRjkN9pump","61","1.97530864","","","","","","","","","","","","","","","","","0.000002208","","","","","","","2026-07-09T22:48:24.466Z","","","","","",""
"$20","2KUWi3BWE3EbbyHDzGMjuSMWDrobP9GMmARmPPiGMoQa","75","4.938271603","","","","","","","","","","","","","","","","","0.000002201","","","","","","","2026-07-09T22:48:25.406Z","","","","","",""
"DMND","uSoYtp4F1ePfcSo7AiayBDUiXfphSisFKZgUoPkpump","62","5.000000001","","","","","","","","","","","","","","","","","0.000003156","","","","","","","2026-07-09T22:49:22.436Z","","","","","",""
"Freetards","5rZDVeARX4q7giV1mXKXqwcPqeyNMb7iZ9kEfEY2pump","","","","","","","","","","","","","","","","","","","","","","","","","2.102e-7","","","","","","2026-07-09T22:49:23.693Z",""
"PRXN","7Dmu4nQcDysNKsZAgMVmVGfj77vdLVqfiHAFCnWDfb9a","75","4.938271603","","","","","","","","","","","","","","","","","0.000002201","","","","","","","2026-07-09T22:49:24.429Z","","","","","",""
"CASHMEOW","9PJB2PrbEnCiuXyGLCmUEc8qPpAy8HPFGDaEARs7pump","58","1.72","","","","","","","","","","","","","","","","","0.000002188","","","","","","","2026-07-09T22:49:25.468Z","","","","","",""
"noni","EoybtGtNZEkbfWA2JBXeBx8T2EW5zYvf2w96sE3Fpump","57","1.58","","","","","","","","","","","","","","","","","0.000002232","","","","","","","2026-07-09T22:50:22.437Z","","","","","",""
"GRRR","3XmitqdM6rmckwXyeaCmrwtmesDuNdc23eF7uPEdpump","57","5","","","","","","","","","","","","","","","","","0.000002195","","","","","","","2026-07-09T22:50:23.436Z","","","","","",""
"HMAX","5sBGpqTVqtWaY1VEp5h44eTiNs5twDhPpgrmCtYnpump","","","","","","","","","","","","","","","","","","","","","","","","","2.455e-7","","","","","","2026-07-09T22:50:24.426Z",""
"Xai","32xHf6MgKjW9xiYyZLGn4vxLj8rcn4mnahT6A1492Vua","75","4.938271603","","","","","","","","","","","","","","","","","0.000002289","","","","","","","2026-07-09T22:50:25.423Z","","","","","",""
"PASTA","3CfviYtgHLLtdbXGmK1MFbEccawRtBUafFSt9xz9J2Da","75","4.938271603","","","","","","","","","","","","","","","","","0.000002187","","","","","","","2026-07-09T22:51:22.430Z","","","","","",""
"KIRBOS","ihPN96Q7SK1jfRfT2HNUXu6wgnzxhdQ4A9j35Hxpump","56","1.512106345","","","","","","","","","","","","","","","","","0.000002187","","","","","","","2026-07-09T22:51:23.462Z","","","","","",""
"SENDR","6B99KC21DGs8HLLLyRPW6S4rMxbwvr6xuaiJotHGpump","55","1.402469134","","","","","","","","","","","","","","","","","0.000002293","","","","","","","2026-07-09T22:51:24.431Z","","","","","",""
"PASTA","3VJwaKcCkhXZZVognnDoYTuNzq9WhT3Z3upzfFrGpump","60","2.962962961","","","","","","","","","","","","","","","","","0.000002187","","","","","","","2026-07-09T22:51:25.439Z","","","","","",""
"KIRI","BuJRvBcgT5dAREkSEM4mcTfyAwyX5wgfcfiK7q8Qpump","56","1.48148148","","","","","","","","","","","","","","","","","0.000002192","","","","","","","2026-07-09T22:52:22.445Z","","","","","",""
"SOUL","9zwd6ME5duhWDBSvKc8hXK3sHKKM23sXJBiqjF3Mpump","56","1.48148148","","","","","","","","","","","","","","","","","0.00001637","","","","","","","2026-07-09T22:52:23.538Z","","","","","",""
"AMNIBULL","C6L9Xd7M8bkkjN8Xt5F2JU1YhAZB6jPHEbndBqJ7pump","56","0.98765432","","","","","","","","","","","","","","","","","0.000001733","","","","","","","2026-07-09T22:52:24.613Z","","","","","",""
"0.0001","HS2dQFRWPnjHB7EyaiW9ZUBJvaCuzD6b2d6Ab4ozpump","","","","","","","","","","","","","","","","","","","","","","","","","5.397e-9","","","","","","2026-07-09T22:52:25.980Z",""
"WALL-E","GQfsS1jjwetJw8v4Q5JNNJzrN7ahLjHgCrFGTdj7pump","56","0.197530863","","","","","","","","","","","","","","","","","0.00008597","","","","","","","2026-07-09T22:53:20.455Z","","","","","",""
"CET","AFV4kVy2R7LnKFdK3d4fQSDjshvPaukj23cTtrh1pump","58","0.181182521","","","","","","","","","","","","","","","","","0.000006021","","","","","","4.256e-7","2026-07-09T22:53:21.460Z","","","","","2026-07-09T22:56:18.490Z",""
"Otty","HLKoyz2WeH4ZU2CrWvArYVLG433eqwQPo2wLZ7bDpump","67","2.962962961","","","","","","","","","","","","","","","","","0.000002187","","","","","","","2026-07-09T22:54:19.496Z","","","","","",""
"0.00001","5GJ41xwnNJ1FqgaEYauUKNo7uCRfPUVjeoS4zmsopump","","","","","","","","","","","","","","","","","","","","","","","","","4.916e-7","","","","","","2026-07-09T22:55:22.439Z",""
"Quaaludes","4TdRMWsfujtfNhq592W5MogWYuspZv8GkSGqq5Bkpump","64","2.370370368","","","","","","","","","","","","","","","","","0.000002287","","","","","","","2026-07-09T22:55:23.456Z","","","","","",""
"TOGCOIN","DKytgc3bsVKVQRutN4Ud49qXe1Tkrgf1ZHitqgTNpump","","","","","","","","","","","","","","","","","","","","","","","","","5.359e-7","","","","","","2026-07-09T22:55:24.435Z",""
